file_name,label
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_digital_patient03471_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_digital_patient03471_study5_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_digital_patient16930_study2_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_digital_patient23454_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_digital_patient24219_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_digital_patient36122_study36_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_digital_patient40957_study4_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_digital_patient62335_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient00126_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient18338_study3_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient30784_study2_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient31067_study2_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient31668_study2_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient31769_study3_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient34910_study2_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient41504_study3_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient41731_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient42524_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient61949_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2200/train_synthetic_photographic_patient62561_study1_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2400/train_synthetic_digital_patient10001_study7_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2400/train_synthetic_digital_patient11687_study3_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2400/train_synthetic_digital_patient26585_study2_view1_frontal.jpg,0
/root/xray_object_detection/Malaria-Project/yolov3/datadrive2/dataset/synthetic/other_2400/train_synthetic_digital_patient29730_study1_view1_frontal.jpg,0
